Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados
Comunidad Valenciana,Amenazas y coacciones,< 18,Femenino,2016,10.0
Comunidad Valenciana,Amenazas y coacciones,< 18,Femenino,2015,5.0
Comunidad Valenciana,Amenazas y coacciones,< 18,Femenino,2014,6.0
Comunidad Valenciana,Amenazas y coacciones,< 18,Femenino,2013,1.0
Comunidad Valenciana,Amenazas y coacciones,< 18,Femenino,2012,3.0
Comunidad Valenciana,Amenazas y coacciones,< 18,Femenino,2011,3.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2019,22.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2018,18.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2017,20.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2016,27.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2015,31.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2014,32.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2013,19.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2012,20.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Masculino,2011,20.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2019,4.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2018,3.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2017,5.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2016,5.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2015,11.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2014,9.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2013,6.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2012,8.0
Comunidad Valenciana,Amenazas y coacciones,18 a 25,Femenino,2011,8.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2019,45.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2018,44.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2017,40.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2016,40.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2015,77.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2014,57.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2013,68.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2012,56.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Masculino,2011,55.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2019,20.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2018,12.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2017,5.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2016,8.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2015,19.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2014,22.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2013,21.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2012,14.0
Comunidad Valenciana,Amenazas y coacciones,26 a 40,Femenino,2011,12.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2019,35.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2018,28.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2017,33.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2016,20.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2015,35.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2014,37.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2013,36.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2012,40.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Masculino,2011,38.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2019,7.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2018,4.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2017,1.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2016,1.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2015,11.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2014,6.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2013,9.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2012,7.0
Comunidad Valenciana,Amenazas y coacciones,41 a 50,Femenino,2011,7.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2019,9.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2018,14.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2017,9.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2016,5.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2015,11.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2014,12.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2013,10.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2012,15.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Masculino,2011,14.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2019,3.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2018,1.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2017,1.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2016,0.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2015,5.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2014,5.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2013,3.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2012,3.0
Comunidad Valenciana,Amenazas y coacciones,51 a 65,Femenino,2011,2.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2019,1.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2018,1.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2017,0.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2016,3.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2015,2.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2014,5.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2013,2.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2012,2.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Masculino,2011,5.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2019,0.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2018,1.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2017,0.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2016,0.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2015,2.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2014,1.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2013,1.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2012,0.0
Comunidad Valenciana,Amenazas y coacciones,> 65,Femenino,2011,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2019,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2018,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2017,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2016,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2015,1.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2014,1.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2013,6.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2012,17.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Masculino,2011,19.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2019,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2018,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2017,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2016,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2015,1.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2014,0.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2013,3.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2012,7.0
Comunidad Valenciana,Amenazas y coacciones,Desconocida,Femenino,2011,5.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2019,0.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2018,0.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2017,1.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2016,0.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2015,3.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2014,2.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2013,4.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2012,1.0
Comunidad Valenciana,Contra el honor,< 18,Masculino,2011,1.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2019,0.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2018,1.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2017,0.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2016,1.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2015,6.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2014,4.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2013,0.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2012,0.0
Comunidad Valenciana,Contra el honor,< 18,Femenino,2011,1.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2019,3.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2018,1.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2017,2.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2016,5.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2015,12.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2014,2.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2013,6.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2012,1.0
Comunidad Valenciana,Contra el honor,18 a 25,Masculino,2011,3.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2019,0.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2018,0.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2017,0.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2016,0.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2015,2.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2014,5.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2013,2.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2012,2.0
Comunidad Valenciana,Contra el honor,18 a 25,Femenino,2011,0.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2019,3.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2018,3.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2017,2.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2016,2.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2015,17.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2014,8.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2013,15.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2012,8.0
Comunidad Valenciana,Contra el honor,26 a 40,Masculino,2011,9.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2019,0.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2018,2.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2017,0.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2016,1.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2015,3.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2014,11.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2013,4.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2012,5.0
Comunidad Valenciana,Contra el honor,26 a 40,Femenino,2011,5.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2019,3.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2018,3.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2017,3.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2016,3.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2015,7.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2014,5.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2013,4.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2012,4.0
Comunidad Valenciana,Contra el honor,41 a 50,Masculino,2011,9.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2019,1.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2018,0.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2017,0.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2016,1.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2015,0.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2014,3.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2013,2.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2012,3.0
Comunidad Valenciana,Contra el honor,41 a 50,Femenino,2011,3.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2019,1.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2018,2.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2017,1.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2016,0.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2015,2.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2014,1.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2013,2.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2012,2.0
Comunidad Valenciana,Contra el honor,51 a 65,Masculino,2011,1.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2019,0.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2018,0.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2017,1.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2016,1.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2015,2.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2014,3.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2013,2.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2012,0.0
Comunidad Valenciana,Contra el honor,51 a 65,Femenino,2011,2.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2019,0.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2018,1.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2017,0.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2016,0.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2015,0.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2014,0.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2013,2.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2012,0.0
Comunidad Valenciana,Contra el honor,> 65,Masculino,2011,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2019,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2018,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2017,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2016,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2015,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2014,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2013,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2012,0.0
Comunidad Valenciana,Contra el honor,> 65,Femenino,2011,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2019,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2018,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2017,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2016,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2015,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2014,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2013,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2012,2.0
Comunidad Valenciana,Contra el honor,Desconocida,Masculino,2011,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2019,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2018,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2017,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2016,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2015,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2014,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2013,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2012,0.0
Comunidad Valenciana,Contra el honor,Desconocida,Femenino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2019,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2018,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Masculino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2019,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2018,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,< 18,Femenino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2019,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2018,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2017,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2015,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2014,3.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2012,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2019,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2018,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2013,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2011,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2019,11.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2018,14.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2017,7.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2016,7.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2015,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2014,18.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2013,8.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2012,6.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2011,12.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2019,8.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2018,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2017,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2016,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2014,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2012,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2011,4.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2019,15.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2018,12.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2017,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2016,6.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2015,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2014,4.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2013,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2012,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2011,3.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2019,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2018,4.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2017,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2016,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2015,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2014,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2013,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2011,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2019,12.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2018,9.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2017,3.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2016,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2015,2.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2014,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2019,5.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2018,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2016,5.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2019,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2018,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Masculino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2019,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2018,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,> 65,Femenino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2019,0.0
