Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Victimizaciones
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2014,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2013,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2012,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2011,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2019,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2018,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2017,6.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2016,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2015,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2014,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2013,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2012,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2011,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2019,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2018,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2017,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2016,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2015,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2014,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2013,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2012,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2011,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2019,14.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2018,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2017,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2016,8.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2015,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2014,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2013,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2012,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2011,2.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2019,23.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2018,18.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2017,21.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2016,15.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2015,11.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2014,0.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2013,0.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2012,0.0
Cataluña,Acceso e interceptación ilícita,< 18,Masculino,2011,0.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2019,58.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2018,52.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2017,77.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2016,38.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2015,30.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2014,0.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2013,1.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2012,0.0
Cataluña,Acceso e interceptación ilícita,< 18,Femenino,2011,0.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2019,81.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2018,70.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2017,98.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2016,53.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2015,41.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2014,0.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2013,1.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2012,0.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Masculino,2011,1.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2019,27.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2018,43.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2017,37.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2016,55.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2015,34.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2014,1.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2013,0.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2012,2.0
Cataluña,Acceso e interceptación ilícita,18 a 25,Femenino,2011,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2019,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2018,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2017,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2016,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2015,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2014,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2013,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2012,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Masculino,2011,0.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2019,74.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2018,104.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2017,98.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2016,103.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2015,58.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2014,3.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2013,4.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2012,3.0
Cataluña,Acceso e interceptación ilícita,26 a 40,Femenino,2011,1.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2019,78.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2018,79.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2017,94.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2016,88.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2015,55.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2014,1.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2013,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2012,5.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Masculino,2011,2.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2019,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2018,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2017,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2016,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2015,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2014,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2013,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2012,0.0
Cataluña,Acceso e interceptación ilícita,41 a 50,Femenino,2011,0.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2019,70.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2018,63.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2017,71.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2016,73.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2015,33.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2014,5.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2013,2.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2012,0.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Masculino,2011,0.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2019,49.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2018,63.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2017,58.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2016,46.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2015,32.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2014,2.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2013,1.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2012,2.0
Cataluña,Acceso e interceptación ilícita,51 a 65,Femenino,2011,1.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2019,119.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2018,126.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2017,129.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2016,119.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2015,65.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2014,7.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2013,3.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2012,2.0
Cataluña,Acceso e interceptación ilícita,> 65,Masculino,2011,1.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2019,45.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2018,64.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2017,60.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2016,59.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2015,34.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2014,3.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2013,0.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2012,2.0
Cataluña,Acceso e interceptación ilícita,> 65,Femenino,2011,2.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2019,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2018,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2017,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2016,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2015,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2014,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2013,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2012,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Masculino,2011,0.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2019,73.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2018,99.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2017,92.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2016,95.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2015,61.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2014,5.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2013,1.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2012,3.0
Cataluña,Acceso e interceptación ilícita,Desconocida,Femenino,2011,2.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2019,27.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2018,23.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2017,16.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2016,16.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2015,15.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2014,0.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2013,1.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2012,4.0
Cataluña,Amenazas y coacciones,< 18,Masculino,2011,0.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2019,81.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2018,52.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2017,71.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2016,38.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2015,47.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2014,1.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2013,2.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2012,0.0
Cataluña,Amenazas y coacciones,< 18,Femenino,2011,0.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2019,108.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2018,75.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2017,87.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2016,54.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2015,62.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2014,1.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2013,3.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2012,4.0
Cataluña,Amenazas y coacciones,18 a 25,Masculino,2011,0.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2019,43.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2018,63.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2017,46.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2016,68.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2015,61.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2014,2.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2013,3.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2012,0.0
Cataluña,Amenazas y coacciones,18 a 25,Femenino,2011,1.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2019,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2018,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2017,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2016,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2015,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2014,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2013,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2012,0.0
Cataluña,Amenazas y coacciones,26 a 40,Masculino,2011,0.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2019,95.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2018,110.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2017,109.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2016,99.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2015,88.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2014,5.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2013,3.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2012,2.0
Cataluña,Amenazas y coacciones,26 a 40,Femenino,2011,1.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2019,70.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2018,79.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2017,58.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2016,41.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2015,32.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2014,8.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2013,11.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2012,8.0
Cataluña,Amenazas y coacciones,41 a 50,Masculino,2011,5.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2019,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2018,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2017,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2016,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2015,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2014,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2013,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2012,0.0
Cataluña,Amenazas y coacciones,41 a 50,Femenino,2011,0.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2019,60.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2018,84.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2017,48.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2016,59.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2015,35.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2014,8.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2013,6.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2012,7.0
Cataluña,Amenazas y coacciones,51 a 65,Masculino,2011,0.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2019,54.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2018,60.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2017,40.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2016,27.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2015,25.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2014,2.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2013,1.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2012,2.0
Cataluña,Amenazas y coacciones,51 a 65,Femenino,2011,4.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2019,115.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2018,144.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2017,88.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2016,86.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2015,60.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2014,10.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2013,7.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2012,9.0
Cataluña,Amenazas y coacciones,> 65,Masculino,2011,4.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2019,68.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2018,95.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2017,36.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2016,47.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2015,23.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2014,8.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2013,3.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2012,5.0
Cataluña,Amenazas y coacciones,> 65,Femenino,2011,2.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2019,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2018,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2017,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2016,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2015,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2014,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2013,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2012,0.0
Cataluña,Amenazas y coacciones,Desconocida,Masculino,2011,0.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2019,93.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2018,136.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2017,59.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2016,57.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2015,28.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2014,11.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2013,4.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2012,9.0
Cataluña,Amenazas y coacciones,Desconocida,Femenino,2011,3.0
Cataluña,Contra el honor,< 18,Masculino,2019,3.0
Cataluña,Contra el honor,< 18,Masculino,2018,0.0
Cataluña,Contra el honor,< 18,Masculino,2017,2.0
Cataluña,Contra el honor,< 18,Masculino,2016,0.0
Cataluña,Contra el honor,< 18,Masculino,2015,1.0
Cataluña,Contra el honor,< 18,Masculino,2014,0.0
Cataluña,Contra el honor,< 18,Masculino,2013,0.0
Cataluña,Contra el honor,< 18,Masculino,2012,0.0
Cataluña,Contra el honor,< 18,Masculino,2011,0.0
Cataluña,Contra el honor,< 18,Femenino,2019,3.0
Cataluña,Contra el honor,< 18,Femenino,2018,11.0
Cataluña,Contra el honor,< 18,Femenino,2017,10.0
Cataluña,Contra el honor,< 18,Femenino,2016,5.0
Cataluña,Contra el honor,< 18,Femenino,2015,12.0
Cataluña,Contra el honor,< 18,Femenino,2014,1.0
Cataluña,Contra el honor,< 18,Femenino,2013,2.0
Cataluña,Contra el honor,< 18,Femenino,2012,0.0
Cataluña,Contra el honor,< 18,Femenino,2011,0.0
Cataluña,Contra el honor,18 a 25,Masculino,2019,6.0
Cataluña,Contra el honor,18 a 25,Masculino,2018,11.0
Cataluña,Contra el honor,18 a 25,Masculino,2017,12.0
Cataluña,Contra el honor,18 a 25,Masculino,2016,5.0
Cataluña,Contra el honor,18 a 25,Masculino,2015,13.0
Cataluña,Contra el honor,18 a 25,Masculino,2014,1.0
Cataluña,Contra el honor,18 a 25,Masculino,2013,2.0
Cataluña,Contra el honor,18 a 25,Masculino,2012,0.0
Cataluña,Contra el honor,18 a 25,Masculino,2011,0.0
Cataluña,Contra el honor,18 a 25,Femenino,2019,0.0
Cataluña,Contra el honor,18 a 25,Femenino,2018,1.0
Cataluña,Contra el honor,18 a 25,Femenino,2017,2.0
Cataluña,Contra el honor,18 a 25,Femenino,2016,2.0
Cataluña,Contra el honor,18 a 25,Femenino,2015,5.0
Cataluña,Contra el honor,18 a 25,Femenino,2014,0.0
Cataluña,Contra el honor,18 a 25,Femenino,2013,0.0
Cataluña,Contra el honor,18 a 25,Femenino,2012,0.0
Cataluña,Contra el honor,18 a 25,Femenino,2011,1.0
Cataluña,Contra el honor,26 a 40,Masculino,2019,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2018,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2017,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2016,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2015,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2014,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2013,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2012,0.0
Cataluña,Contra el honor,26 a 40,Masculino,2011,0.0
Cataluña,Contra el honor,26 a 40,Femenino,2019,7.0
Cataluña,Contra el honor,26 a 40,Femenino,2018,10.0
Cataluña,Contra el honor,26 a 40,Femenino,2017,5.0
Cataluña,Contra el honor,26 a 40,Femenino,2016,10.0
Cataluña,Contra el honor,26 a 40,Femenino,2015,22.0
Cataluña,Contra el honor,26 a 40,Femenino,2014,0.0
Cataluña,Contra el honor,26 a 40,Femenino,2013,0.0
Cataluña,Contra el honor,26 a 40,Femenino,2012,0.0
Cataluña,Contra el honor,26 a 40,Femenino,2011,2.0
Cataluña,Contra el honor,41 a 50,Masculino,2019,0.0
Cataluña,Contra el honor,41 a 50,Masculino,2018,8.0
Cataluña,Contra el honor,41 a 50,Masculino,2017,10.0
Cataluña,Contra el honor,41 a 50,Masculino,2016,9.0
Cataluña,Contra el honor,41 a 50,Masculino,2015,22.0
Cataluña,Contra el honor,41 a 50,Masculino,2014,5.0
Cataluña,Contra el honor,41 a 50,Masculino,2013,4.0
Cataluña,Contra el honor,41 a 50,Masculino,2012,3.0
Cataluña,Contra el honor,41 a 50,Masculino,2011,4.0
Cataluña,Contra el honor,41 a 50,Femenino,2019,0.0
Cataluña,Contra el honor,41 a 50,Femenino,2018,0.0
Cataluña,Contra el honor,41 a 50,Femenino,2017,0.0
Cataluña,Contra el honor,41 a 50,Femenino,2016,0.0
Cataluña,Contra el honor,41 a 50,Femenino,2015,1.0
Cataluña,Contra el honor,41 a 50,Femenino,2014,0.0
Cataluña,Contra el honor,41 a 50,Femenino,2013,0.0
Cataluña,Contra el honor,41 a 50,Femenino,2012,0.0
Cataluña,Contra el honor,41 a 50,Femenino,2011,0.0
Cataluña,Contra el honor,51 a 65,Masculino,2019,5.0
Cataluña,Contra el honor,51 a 65,Masculino,2018,6.0
Cataluña,Contra el honor,51 a 65,Masculino,2017,6.0
Cataluña,Contra el honor,51 a 65,Masculino,2016,8.0
Cataluña,Contra el honor,51 a 65,Masculino,2015,8.0
Cataluña,Contra el honor,51 a 65,Masculino,2014,1.0
Cataluña,Contra el honor,51 a 65,Masculino,2013,4.0
Cataluña,Contra el honor,51 a 65,Masculino,2012,4.0
Cataluña,Contra el honor,51 a 65,Masculino,2011,1.0
Cataluña,Contra el honor,51 a 65,Femenino,2019,3.0
Cataluña,Contra el honor,51 a 65,Femenino,2018,7.0
Cataluña,Contra el honor,51 a 65,Femenino,2017,8.0
Cataluña,Contra el honor,51 a 65,Femenino,2016,2.0
Cataluña,Contra el honor,51 a 65,Femenino,2015,11.0
Cataluña,Contra el honor,51 a 65,Femenino,2014,1.0
Cataluña,Contra el honor,51 a 65,Femenino,2013,0.0
Cataluña,Contra el honor,51 a 65,Femenino,2012,2.0
Cataluña,Contra el honor,51 a 65,Femenino,2011,1.0
Cataluña,Contra el honor,> 65,Masculino,2019,8.0
Cataluña,Contra el honor,> 65,Masculino,2018,13.0
Cataluña,Contra el honor,> 65,Masculino,2017,14.0
Cataluña,Contra el honor,> 65,Masculino,2016,10.0
Cataluña,Contra el honor,> 65,Masculino,2015,19.0
Cataluña,Contra el honor,> 65,Masculino,2014,2.0
Cataluña,Contra el honor,> 65,Masculino,2013,4.0
Cataluña,Contra el honor,> 65,Masculino,2012,6.0
Cataluña,Contra el honor,> 65,Masculino,2011,2.0
Cataluña,Contra el honor,> 65,Femenino,2019,4.0
Cataluña,Contra el honor,> 65,Femenino,2018,3.0
Cataluña,Contra el honor,> 65,Femenino,2017,2.0
Cataluña,Contra el honor,> 65,Femenino,2016,5.0
Cataluña,Contra el honor,> 65,Femenino,2015,9.0
Cataluña,Contra el honor,> 65,Femenino,2014,0.0
Cataluña,Contra el honor,> 65,Femenino,2013,2.0
Cataluña,Contra el honor,> 65,Femenino,2012,2.0
Cataluña,Contra el honor,> 65,Femenino,2011,2.0
Cataluña,Contra el honor,Desconocida,Masculino,2019,0.0
Cataluña,Contra el honor,Desconocida,Masculino,2018,0.0
Cataluña,Contra el honor,Desconocida,Masculino,2017,0.0
Cataluña,Contra el honor,Desconocida,Masculino,2016,0.0
Cataluña,Contra el honor,Desconocida,Masculino,2015,0.0
Cataluña,Contra el honor,Desconocida,Masculino,2014,0.0
Cataluña,Contra el honor,Desconocida,Masculino,2013,0.0
Cataluña,Contra el honor,Desconocida,Masculino,2012,0.0
